18
967 1786
235 240 692
933 34 341
67 948 761
411 33 281
769 848 32
107 859 172
105 608 704
251 7 579
673 841 636
171 45 906
535 628 8
395 339 141
762 181 3
428 803 620
500 94 732
811 8 452
305 909 151
261 202 492
855 892 398
783 742 567
910 943 488
692 261 453
901 668 419
836 885 1
924 493 486
430 59 45
712 913 113
655 698 759
348 558 182
393 667 160
267 37 975
336 177 868
165 868 836
84 800 266
868 245 992
394 307 165
513 181 530
847 108 579
487 226 78
856 113 147
534 151 308
148 58 623
302 833 473
828 574 87
856 162 981
516 951 667
57 266 636
9 767 40
828 518 498
765 147 50
277 194 192
437 887 690
195 352 169
729 691 210
284 335 692
713 933 749
143 198 294
420 154 132
184 54 916
726 432 50
648 842 969
420 353 800
751 483 951
891 422 649
813 405 965
223 328 156
444 319 875
218 584 115
440 692 649
871 216 533
766 591 596
192 54 984
173 259 539
739 542 249
274 945 82
564 207 107
772 345 724
920 194 588
830 635 170
142 881 461
416 177 266
424 577 144
258 815 78
588 307 875
929 569 290
782 812 71
156 178 485
63 46 437
497 673 316
688 777 805
871 50 17
666 387 319
183 412 100
871 893 116
548 160 976
941 175 661
181 371 603
94 833 897
26 20 265
774 110 35
904 624 769
86 144 603
600 54 127
474 579 779
110 287 855
109 261 155
402 559 864
426 758 348
47 760 468
240 416 328
932 626 125
713 439 938
522 142 523
296 565 623
218 389 312
132 652 609
639 546 859
952 436 19
143 255 471
858 213 161
419 98 307
228 152 575
218 719 163
630 108 615
641 359 466
153 49 907
886 417 78
793 706 283
94 36 156
869 774 8
837 439 125
290 430 147
278 218 871
909 795 668
34 490 878
228 605 275
79 401 339
271 800 819
865 841 491
112 937 86
257 797 520
637 304 828
237 548 478
281 89 321
461 725 623
120 609 743
536 717 897
454 283 409
544 147 946
864 803 932
52 425 201
350 437 181
712 69 332
548 571 813
625 923 948
721 869 173
796 139 133
95 842 759
612 384 559
31 825 489
495 220 936
560 5 379
519 606 110
741 175 300
400 585 779
499 97 493
530 391 202
560 855 174
915 101 710
463 337 800
269 883 746
320 246 626
160 82 574
159 262 827
419 234 389
4 480 662
698 526 507
643 632 891
574 365 42
814 775 658
14 420 414
272 238 668
539 837 645
903 345 204
96 491 676
675 855 657
311 764 585
265 741 989
601 576 875
564 410 65
482 910 981
188 808 450
121 358 247
587 243 303
825 755 639
14 754 698
406 835 758
869 772 446
613 32 313
202 669 609
580 946 583
252 264 442
201 823 175
214 530 301
627 566 350
63 456 789
683 925 109
5 34 625
541 739 234
357 923 822
323 478 983
940 927 594
336 650 850
242 565 138
784 658 774
265 30 834
59 822 962
212 273 663
494 231 180
534 201 188
222 867 37
665 159 897
588 689 484
170 720 563
709 957 443
292 638 43
466 314 355
514 480 789
125 385 29
489 761 695
403 673 650
862 805 868
65 614 895
523 434 805
759 68 10
126 145 929
55 620 631
564 631 895
401 373 585
895 885 420
150 61 118
158 516 902
644 796 877
860 466 813
708 581 714
946 435 627
161 403 853
83 345 736
315 39 66
719 349 99
300 7 64
382 103 769
472 89 994
282 431 217
328 435 884
610 385 179
787 658 363
438 800 25
26 379 174
413 651 739
601 57 600
37 52 164
384 376 251
518 348 169
549 377 32
260 596 877
194 334 145
855 471 92
894 207 120
566 316 452
459 99 555
736 191 97
898 350 458
72 93 304
510 91 763
261 582 516
824 359 132
465 732 81
347 18 271
655 368 718
392 830 543
267 262 599
23 694 378
665 886 890
918 889 919
23 768 333
585 419 55
842 158 947
378 230 159
316 385 537
281 946 220
730 455 289
354 890 734
3 643 213
560 142 348
259 770 577
931 343 399
193 92 112
376 203 616
922 884 811
591 529 3
804 140 130
845 868 22
132 386 310
539 443 42
158 450 801
316 463 570
449 432 425
703 206 849
115 735 429
323 687 232
166 246 113
718 365 191
837 364 562
951 516 435
623 462 24
109 472 488
520 50 829
505 430 554
527 425 95
501 515 495
29 605 551
727 447 91
425 160 258
204 908 226
696 801 136
390 106 921
179 87 807
740 99 28
482 865 602
396 150 564
704 320 534
502 557 142
815 666 286
268 385 299
700 330 505
785 411 171
628 444 967
426 726 306
267 67 236
821 373 909
648 139 553
399 713 224
404 799 643
862 898 391
257 14 466
873 366 753
531 753 79
283 480 63
521 207 817
533 821 723
237 881 733
155 831 672
202 737 183
454 936 907
133 117 896
568 391 754
919 303 428
408 212 659
565 428 445
871 878 23
271 478 258
624 947 589
84 504 408
545 652 892
363 146 807
437 435 422
807 571 503
67 577 897
483 65 311
335 562 232
238 257 438
88 184 301
95 750 1
553 597 231
354 792 244
744 131 886
558 57 584
842 56 177
650 327 374
454 133 102
916 409 375
769 381 101
524 74 395
552 42 524
206 767 390
269 192 143
628 480 327
835 127 943
194 782 382
733 655 153
882 246 217
858 833 988
97 60 7
272 774 450
631 145 899
610 807 359
159 82 973
72 382 285
101 470 172
805 720 23
276 203 28
178 689 945
190 111 146
378 439 163
827 491 377
59 911 643
380 458 552
532 527 819
238 600 798
934 77 136
420 634 961
890 427 936
906 321 932
75 90 675
549 683 366
141 774 295
230 697 574
47 133 606
273 501 981
142 894 285
295 156 413
664 182 929
291 275 703
356 931 169
318 161 119
735 164 876
30 521 782
560 292 759
583 242 619
57 376 102
957 124 420
80 840 155
719 491 479
246 287 817
45 707 423
600 839 737
323 180 306
65 592 151
453 783 204
354 227 638
78 739 622
283 392 796
673 327 324
246 580 683
791 575 132
150 58 835
463 31 290
560 757 460
429 129 258
69 785 441
233 464 785
389 919 633
562 622 690
770 818 134
201 605 143
764 679 173
618 644 267
724 338 598
646 530 541
728 872 834
743 717 64
224 168 107
615 6 920
852 326 109
132 931 280
722 411 258
370 897 793
862 55 144
196 8 941
534 915 373
127 813 235
545 324 609
228 180 353
453 404 536
513 228 319
857 184 204
433 322 407
89 390 727
257 464 903
399 413 206
639 12 749
465 312 403
622 644 776
665 614 408
894 43 683
775 509 615
190 358 529
724 50 428
350 64 82
117 160 573
890 215 290
46 909 802
130 595 797
254 471 203
710 419 51
513 722 609
147 135 838
114 608 79
384 666 280
200 4 11
808 461 83
516 81 559
769 310 556
598 282 350
738 226 547
680 419 77
260 556 33
738 886 271
882 659 446
550 834 761
343 598 735
854 804 66
880 493 271
299 806 764
457 948 511
653 358 831
853 402 609
195 778 22
934 115 436
695 119 810
722 199 878
96 846 161
181 149 480
664 359 715
722 782 641
480 890 610
655 759 987
312 314 824
592 952 336
56 273 552
131 658 785
509 319 617
259 704 621
267 704 974
124 562 720
622 427 575
921 56 851
292 770 107
155 379 439
501 271 829
918 426 110
846 206 116
280 197 274
936 930 874
815 830 59
171 618 426
907 678 849
737 787 81
716 697 751
184 701 630
442 193 133
208 697 696
693 950 596
229 213 19
279 280 722
248 798 663
781 570 463
198 176 535
169 422 901
373 311 843
887 183 48
527 457 395
902 142 719
256 121 914
39 885 759
397 283 316
654 514 964
337 32 947
26 782 244
531 891 307
174 315 857
253 286 458
366 701 761
505 260 504
300 907 282
756 645 762
704 949 548
642 904 278
113 608 668
677 356 574
286 614 240
757 895 205
768 558 250
550 799 338
942 771 245
505 311 353
429 243 514
311 86 301
943 666 365
843 816 782
127 6 998
213 134 93
83 849 767
772 234 643
761 624 711
190 590 32
342 633 59
435 459 916
773 274 47
408 453 148
36 816 697
45 680 594
108 369 716
385 442 946
383 448 801
88 517 969
169 352 667
713 316 558
224 4 33
119 240 76
885 52 470
578 56 180
856 20 926
721 49 284
856 241 327
797 568 409
463 105 982
257 710 472
860 27 748
907 898 830
30 592 648
158 96 429
466 536 24
467 121 195
74 28 921
7 882 411
338 615 540
147 586 739
455 707 10
842 530 941
721 716 627
413 896 605
585 658 984
808 284 830
882 842 609
770 175 329
725 165 246
811 691 872
474 727 621
260 582 737
732 956 648
515 547 687
286 195 997
291 133 886
87 725 87
828 841 314
167 845 765
923 280 432
710 908 991
738 943 125
62 331 652
470 65 314
393 290 791
301 44 268
588 507 426
862 903 55
550 810 381
469 624 406
121 313 974
502 104 877
314 921 390
839 239 474
161 428 324
337 576 682
911 247 850
647 132 611
225 271 852
784 455 987
526 920 911
245 491 851
689 491 219
42 756 554
91 170 818
648 130 420
906 421 894
523 306 181
910 274 2
854 858 221
806 622 854
546 407 491
371 362 480
132 754 68
850 349 484
514 914 294
15 575 77
592 459 665
859 606 358
322 94 472
767 44 731
635 287 686
603 95 199
710 657 729
232 146 683
288 417 783
280 713 246
288 379 521
160 558 293
297 122 105
640 722 941
604 673 251
418 619 731
512 369 701
168 482 355
931 189 357
891 548 551
394 859 764
170 536 746
894 780 419
552 35 849
308 449 672
244 90 168
959 582 669
863 691 365
917 445 911
591 769 643
343 701 33
326 906 348
670 11 286
328 340 771
571 242 903
731 666 217
149 733 218
864 451 27
724 610 46
764 653 182
810 491 939
144 579 404
58 347 256
924 285 675
270 94 381
907 486 885
361 251 818
193 487 296
819 811 1
584 610 547
590 186 32
445 559 241
422 521 23
959 321 875
30 705 912
608 426 209
789 175 854
36 106 866
570 670 321
349 659 857
745 383 782
69 674 327
79 325 253
467 559 810
502 921 255
842 47 694
346 128 502
230 182 531
330 20 807
546 948 868
275 632 673
926 747 109
64 898 228
536 241 258
74 236 138
656 663 804
570 489 392
940 369 508
922 471 663
374 651 510
728 950 566
340 21 808
291 168 643
264 406 855
854 919 252
455 218 867
185 247 85
674 765 985
160 610 613
644 500 252
507 237 24
715 837 690
284 953 43
251 117 61
299 830 950
550 329 857
219 317 113
958 504 296
854 878 875
884 864 309
100 717 952
413 197 583
276 566 86
816 170 815
209 201 32
430 521 935
78 905 376
251 269 995
927 322 809
165 213 370
599 499 37
148 247 230
305 121 735
815 766 310
814 99 813
298 202 736
377 705 758
16 76 156
376 644 584
836 403 639
834 285 546
293 44 68
733 439 45
503 714 720
159 650 293
450 360 631
577 778 69
23 194 399
91 257 665
906 759 886
382 820 748
5 72 176
137 66 601
221 406 608
270 199 871
275 529 146
137 371 440
784 625 421
377 51 276
685 355 551
466 328 159
910 178 548
181 464 800
787 255 613
423 599 621
257 339 229
424 951 175
801 899 200
509 435 350
177 310 716
689 371 790
875 117 541
452 236 794
468 425 469
149 392 184
438 817 995
771 427 222
194 247 617
480 421 503
352 537 981
553 362 494
63 714 810
33 702 612
619 642 900
596 100 595
553 865 850
519 754 991
169 457 592
541 851 876
345 206 752
173 720 445
151 182 376
604 267 223
765 443 237
415 806 598
343 192 620
85 743 707
677 295 124
872 574 588
654 559 405
579 119 65
206 176 106
840 83 999
489 98 643
405 159 783
271 847 47
244 175 151
314 928 593
620 716 196
335 817 422
98 245 339
171 45 783
672 683 790
633 850 635
707 462 313
734 59 566
854 150 97
57 421 926
775 399 809
627 886 770
345 647 257
249 230 122
110 668 424
955 926 730
108 696 928
453 209 756
415 694 783
866 808 888
165 47 828
130 686 829
321 450 376
599 877 832
49 300 51
83 91 811
864 231 996
824 35 611
135 303 727
918 699 901
407 542 168
154 248 204
344 288 183
322 834 25
483 73 459
51 554 32
716 248 460
96 591 192
940 831 233
39 543 998
268 920 349
62 577 702
265 513 368
462 131 89
655 726 621
146 451 177
757 25 536
731 638 997
543 126 965
600 723 271
243 42 538
74 443 26
360 660 622
705 843 822
657 82 663
736 676 238
925 543 13
735 690 831
89 851 959
347 528 948
230 188 45
913 790 627
582 76 885
3 46 713
848 325 847
758 106 473
794 513 987
520 920 915
434 529 862
565 593 697
84 580 709
358 201 768
401 947 528
439 475 58
45 150 60
139 878 593
244 602 870
933 61 158
272 853 628
639 700 366
945 109 439
12 931 36
135 884 911
239 588 683
16 378 59
27 329 372
780 364 902
689 369 969
313 850 538
639 506 214
152 749 938
252 911 357
718 907 89
878 185 821
99 356 20
133 631 290
291 288 132
901 708 12
82 145 130
624 809 618
25 740 663
109 711 383
149 573 514
477 917 430
826 262 652
333 28 648
442 236 456
134 776 605
688 404 253
51 889 268
230 498 130
307 583 950
472 502 543
277 11 179
148 207 958
358 84 628
631 233 534
551 105 48
597 864 564
325 896 503
636 131 97
44 168 387
497 563 5
638 580 652
206 183 330
707 669 624
940 98 15
809 908 945
936 861 34
303 397 589
273 243 70
407 871 847
918 486 523
92 498 649
97 799 500
811 249 929
110 824 232
862 713 288
851 161 905
124 134 928
378 642 212
863 870 211
341 646 760
489 567 830
488 137 351
897 621 691
812 341 741
350 575 614
733 478 703
416 800 620
339 713 773
910 86 20
315 394 422
339 705 909
549 191 561
802 735 310
508 904 119
341 703 731
586 195 279
139 776 148
621 322 917
851 888 984
765 669 780
907 793 499
474 65 316
458 413 977
901 927 135
569 356 465
60 608 878
379 27 365
699 464 594
31 378 758
944 54 862
737 607 446
865 45 572
30 758 687
906 99 889
206 804 481
254 446 752
879 1633
466 8 764
195 347 844
218 330 682
155 260 847
556 18 151
312 224 393
548 146 167
587 92 919
324 878 632
615 291 624
133 217 915
10 108 120
630 627 48
173 144 924
616 702 525
531 376 758
781 472 969
786 568 547
58 425 531
160 505 823
124 402 329
644 122 37
792 430 338
718 60 166
239 515 297
629 285 271
279 190 741
40 191 769
631 529 988
384 137 670
341 315 439
692 138 315
391 257 291
682 299 990
201 125 628
353 705 398
489 357 404
578 57 795
560 120 816
483 721 911
760 370 726
822 698 537
473 101 776
266 346 354
204 270 753
663 239 942
549 804 111
878 368 143
55 498 31
800 677 738
742 246 657
624 137 472
805 846 565
744 212 259
375 253 321
610 88 720
621 693 143
210 719 612
704 255 239
583 218 577
680 368 211
760 442 514
879 131 460
241 67 114
428 667 864
314 542 515
396 617 415
453 839 437
751 878 570
273 756 457
176 427 71
843 28 350
367 281 256
773 872 697
105 205 712
70 790 69
647 12 332
813 320 781
768 867 939
859 542 395
713 575 105
26 617 84
475 403 523
20 813 168
704 45 218
8 12 446
685 352 24
269 436 454
391 260 226
639 379 610
215 41 805
82 868 306
114 402 594
238 532 261
171 754 269
316 395 83
388 743 509
448 660 285
701 200 429
243 197 516
530 643 649
31 408 256
765 102 780
766 488 403
507 353 959
248 832 785
74 466 104
793 63 322
607 424 629
246 169 981
586 871 18
251 673 377
520 643 102
436 496 727
86 311 757
789 168 878
757 551 689
287 655 664
244 618 971
388 816 374
316 438 753
543 119 392
53 588 470
834 230 409
327 719 384
714 693 84
126 165 25
445 199 193
572 158 44
203 427 83
266 337 417
838 489 460
694 358 423
235 763 400
196 600 611
232 673 675
71 426 529
814 397 286
716 537 307
140 452 494
565 5 85
648 222 663
300 554 647
388 161 346
342 199 137
144 533 141
77 46 142
575 419 661
512 93 680
678 771 850
533 684 467
477 791 137
307 461 158
357 196 918
1 444 339
802 144 293
157 9 778
660 260 415
42 529 639
256 485 344
620 244 44
371 428 828
593 770 664
128 659 831
241 549 302
498 609 440
224 369 723
684 268 712
67 738 493
686 84 359
459 405 98
79 331 488
297 423 303
566 593 643
406 222 301
743 52 253
541 760 487
14 567 578
780 719 799
720 183 573
408 303 307
737 378 261
572 763 146
647 517 151
9 672 988
470 514 254
561 32 130
702 748 59
831 756 573
840 195 542
267 149 11
86 260 291
874 521 888
681 561 522
298 53 219
864 719 549
644 676 586
653 469 710
256 454 664
319 597 949
549 326 666
291 353 526
270 212 179
740 227 738
511 472 974
182 718 514
695 723 66
583 756 435
247 488 228
339 263 434
658 670 58
83 212 552
718 395 322
217 686 879
256 618 103
680 582 97
285 772 321
568 285 276
639 23 115
387 176 768
290 584 715
604 619 594
229 379 320
484 117 720
312 18 943
555 237 127
674 435 903
83 621 795
704 427 970
342 309 595
473 433 533
128 404 263
488 145 198
632 610 917
690 273 970
830 207 344
575 834 193
252 319 70
816 725 668
58 329 571
375 856 46
252 434 162
759 722 375
217 90 221
236 173 717
469 576 141
709 397 702
137 305 95
776 414 973
646 267 254
94 607 160
796 68 270
154 226 420
825 589 384
275 344 593
528 98 23
501 32 163
150 412 182
794 352 279
351 45 478
672 271 167
734 511 715
844 454 666
825 189 527
855 384 98
11 785 155
703 831 111
401 774 481
809 547 676
295 384 185
598 789 366
661 255 624
491 356 594
324 843 643
9 300 238
646 228 779
51 575 367
131 411 384
125 86 88
143 166 172
359 114 498
390 143 958
290 98 406
551 298 591
183 769 236
615 383 514
315 158 512
147 312 829
648 547 170
585 106 282
859 365 889
693 326 357
418 338 588
522 335 174
484 793 995
16 230 766
876 115 593
28 266 522
234 631 728
741 846 101
474 834 147
399 429 224
746 310 901
186 454 169
413 106 672
92 122 358
686 664 1
528 591 25
732 777 697
827 680 217
465 618 974
677 290 966
646 791 913
306 526 531
298 267 513
869 463 554
569 232 819
796 354 124
170 321 210
5 590 753
670 814 652
113 126 202
190 658 716
366 407 996
759 416 182
812 597 640
693 71 809
636 155 45
594 306 87
414 277 333
408 198 789
799 419 283
209 152 680
425 180 779
1 145 519
561 589 502
120 788 364
735 687 843
225 169 985
155 448 814
71 746 747
196 493 172
662 649 859
662 266 389
842 470 407
104 708 172
310 477 27
235 274 541
205 662 689
273 601 860
314 315 298
575 443 240
878 842 474
516 463 536
511 11 941
247 619 731
288 15 313
231 523 219
422 209 434
335 117 256
476 25 575
167 312 681
490 447 179
532 709 810
639 768 859
381 625 731
459 539 405
679 57 353
690 297 614
311 508 933
422 203 705
528 240 508
780 397 39
777 411 102
394 655 32
106 35 534
150 109 790
391 423 606
234 857 394
72 866 516
284 111 800
240 848 631
632 65 300
621 244 161
431 699 947
116 535 733
140 106 65
647 622 811
298 311 48
681 854 899
357 846 454
829 552 683
625 187 945
224 325 73
54 666 165
211 867 97
563 336 290
523 113 297
592 604 215
336 259 157
222 170 507
165 687 769
761 293 776
841 412 885
811 842 61
260 46 644
330 45 15
416 576 445
659 256 465
155 221 684
351 679 440
405 503 440
166 156 203
54 834 532
836 488 301
61 593 453
53 264 435
237 36 529
106 637 479
681 417 317
360 431 370
480 226 872
600 358 483
33 597 805
869 806 517
722 371 470
274 740 527
815 730 478
48 243 716
280 803 649
684 675 28
468 685 216
23 761 1
521 110 555
47 49 160
732 547 918
4 402 579
510 102 238
852 620 285
498 399 239
167 255 666
609 740 444
273 513 792
271 584 807
670 763 242
728 668 617
194 582 942
257 466 4
134 250 309
636 338 982
233 419 333
628 870 881
216 502 370
780 734 212
185 522 747
279 696 302
758 237 846
863 703 772
172 422 14
92 501 537
754 819 378
570 490 432
524 613 458
383 489 434
362 247 608
558 742 461
174 105 534
193 75 505
79 318 302
545 367 510
625 843 118
52 766 327
809 177 23
874 62 693
169 395 693
504 517 819
327 828 174
387 782 871
261 27 36
14 166 494
351 354 49
647 511 595
336 30 361
377 413 64
837 194 406
83 795 35
326 112 249
249 706 711
763 714 695
594 191 621
830 44 569
822 219 226
146 92 825
587 161 625
243 687 678
111 804 504
135 311 187
597 166 567
317 806 806
410 877 268
439 498 867
456 363 529
688 63 508
194 305 908
485 326 729
534 734 68
209 66 434
717 400 335
195 742 57
50 409 525
65 541 384
510 283 407
814 548 375
673 2 609
201 623 158
825 600 310
158 327 343
301 681 465
413 255 751
435 718 162
794 421 958
332 281 578
513 589 195
666 117 431
150 587 674
279 70 90
551 236 270
645 360 132
269 613 337
405 759 518
446 575 9
562 643 891
163 302 96
690 360 943
421 251 121
159 351 616
486 807 919
768 220 137
18 182 829
30 182 369
359 154 655
432 838 317
635 516 41
36 530 438
259 371 462
729 185 59
855 119 85
850 438 207
186 382 428
285 351 601
124 485 46
125 583 794
370 156 842
579 605 233
598 332 786
650 769 745
873 241 919
193 754 74
525 867 62
404 255 822
568 357 350
580 2 103
794 178 474
809 97 133
292 184 756
621 94 293
757 408 108
820 549 962
783 550 217
51 708 110
192 83 156
131 579 82
635 150 502
20 876 451
736 502 957
244 551 333
817 99 600
791 610 119
38 334 17
821 260 739
475 277 611
531 701 470
459 69 959
762 503 447
146 475 355
635 183 683
796 409 387
809 564 524
151 82 287
593 709 278
698 267 949
752 71 576
594 626 679
309 170 675
791 838 374
77 15 352
286 187 373
383 866 628
602 667 977
754 378 308
183 237 469
595 424 873
769 404 81
742 342 338
784 779 371
153 140 443
702 186 664
819 592 584
643 171 217
767 648 47
180 805 24
122 611 381
4 188 196
525 85 141
319 411 502
355 559 705
236 443 580
454 257 664
611 284 886
507 623 564
864 495 107
63 747 38
462 777 189
320 150 119
701 801 522
283 29 237
247 360 926
115 100 559
17 810 130
68 569 460
368 451 685
422 46 701
38 328 749
173 15 924
634 638 943
798 763 578
867 150 737
85 669 835
314 465 110
371 20 29
852 99 137
158 210 49
546 507 264
617 309 106
544 385 437
352 693 117
620 92 319
863 876 573
739 545 517
444 754 485
676 459 561
860 116 602
698 792 383
626 572 607
672 147 891
508 743 770
627 658 173
156 630 642
289 708 306
350 793 473
428 455 155
287 429 586
768 778 731
509 552 194
107 806 59
798 374 354
505 209 954
541 250 394
646 87 324
255 80 394
116 306 237
772 693 591
710 238 14
693 391 422
396 226 561
840 23 748
805 606 323
497 645 637
600 321 23
729 742 280
396 322 146
680 609 260
633 483 920
679 294 36
331 668 327
188 827 286
442 640 215
807 248 554
222 730 769
752 304 479
23 289 566
36 580 580
849 631 123
322 72 827
24 799 382
784 699 734
653 303 82
577 369 763
375 479 936
277 717 280
61 338 11
5 276 521
361 565 912
772 698 932
623 11 435
820 302 749
315 333 913
834 409 223
303 658 694
150 655 696
112 281 692
87 853 238
80 370 471
804 668 266
486 607 578
260 599 519
381 646 522
518 694 529
722 652 291
408 267 896
370 227 379
245 694 179
62 201 769
662 24 59
87 48 787
664 868 275
734 812 177
283 479 36
216 826 495
55 295 649
568 97 230
250 451 516
239 867 881
515 725 360
54 701 670
698 727 833
721 328 378
482 90 890
430 501 961
650 47 633
612 467 973
202 856 709
524 210 361
66 849 268
306 61 258
73 678 776
636 713 951
288 716 194
100 9 410
762 821 527
824 192 15
215 562 54
59 31 280
548 322 130
848 588 566
493 857 79
647 820 295
821 198 290
620 587 198
80 49 47
397 539 559
2 106 828
535 365 241
285 207 387
666 411 733
501 134 678
389 776 622
725 831 818
746 639 39
614 173 678
331 842 647
364 620 983
95 340 137
360 105 157
24 34 29
435 661 238
588 709 44
461 157 458
808 433 25
250 197 225
111 870 876
157 387 707
535 219 899
88 678 229
573 290 432
377 447 739
522 847 29
280 446 142
385 425 220
303 344 289
311 790 163
400 682 822
132 729 512
315 328 430
264 550 861
362 213 285
270 82 45
184 390 421
490 262 1000
351 778 314
405 678 713
697 809 862
208 287 914
92 676 780
314 356 355
226 124 740
505 380 840
214 393 678
183 349 15
691 302 40
93 37 810
337 527 443
852 439 566
135 38 991
587 551 567
735 380 437
351 504 750
677 141 480
665 182 206
30 271 919
541 346 80
135 734 49
70 158 841
292 216 659
529 696 824
279 798 163
729 210 963
185 110 88
828 481 978
438 31 509
707 64 391
587 70 2
500 308 764
589 239 437
131 115 959
257 688 422
460 22 998
794 361 357
416 149 830
580 52 152
502 242 385
373 317 20
205 665 523
172 223 702
441 873 938
673 698 625
494 525 659
664 877 245
641 625 615
637 372 108
753 734 521
317 426 529
166 81 719
676 461 569
242 851 532
189 64 712
317 522 496
190 310 964
513 36 607
163 784 767
399 737 839
387 136 826
594 396 294
90 274 985
253 484 299
761 220 422
522 405 969
492 86 302
604 571 456
40 755 142
188 509 371
19 687 503
207 718 667
219 731 967
547 531 499
738 641 558
775 660 366
51 471 517
79 785 521
600 780 899
750 241 440
874 42 314
809 377 667
503 723 216
438 856 429
610 296 669
229 701 518
552 447 819
836 535 379
867 375 563
332 677 412
30 872 491
701 715 803
293 766 159
540 477 433
708 206 146
369 227 853
411 416 460
167 265 218
27 665 536
816 181 425
637 685 2
746 146 887
386 76 35
679 170 853
266 836 43
782 660 126
541 355 184
664 265 60
731 440 97
662 557 532
473 522 44
674 22 76
666 803 813
494 755 401
369 378 989
22 372 964
362 596 518
294 240 925
329 389 601
674 106 843
479 469 73
150 193 771
168 826 286
191 520 855
700 275 850
765 484 41
480 878 328
709 157 379
853 47 622
137 748 763
199 582 442
872 262 875
857 153 259
369 259 741
355 839 578
248 327 780
856 698 534
99 17 697
274 552 40
496 879 34
93 423 37
616 818 337
161 77 315
857 599 396
334 670 681
272 743 455
401 611 742
326 316 365
727 525 343
717 575 634
493 623 536
346 204 853
277 831 248
655 88 496
865 597 733
433 726 432
202 274 450
695 589 295
722 361 698
403 836 885
699 493 935
716 588 125
335 333 973
134 806 1000
369 83 961
136 465 29
311 336 311
182 720 533
2 208 111
799 160 436
661 177 539
596 58 673
88 246 966
391 286 415
764 244 867
409 509 800
547 549 753
269 125 950
619 353 427
167 252 170
170 52 995
573 682 159
204 860 968
2 81 690
14 738 958
745 466 779
331 214 983
528 573 875
214 395 834
750 551 698
600 55 359
734 76 309
83 714 28
306 850 450
82 275 716
258 548 963
607 784 729
831 155 847
770 737 393
130 631 962
497 381 424
249 23 179
869 287 685
343 759 920
373 562 172
33 552 722
646 456 719
676 561 103
661 151 506
633 121 983
630 741 45
584 25 556
152 377 68
522 132 274
854 225 773
454 764 579
655 656 105
282 652 258
712 829 57
533 419 765
286 431 88
712 286 534
736 25 803
412 259 161
430 248 798
835 282 839
657 253 805
565 715 408
532 585 501
595 244 68
143 616 36
432 223 757
350 266 125
385 114 108
390 252 930
813 641 876
250 309 900
837 368 518
481 436 539
503 535 339
594 769 703
332 806 91
297 839 354
258 709 330
650 661 341
598 96 327
356 227 494
408 580 780
708 455 52
234 391 682
823 29 135
352 428 456
575 272 353
390 318 745
386 374 655
204 823 5
74 873 340
465 500 578
6 442 622
706 194 15
65 852 955
735 389 944
448 617 246
525 423 569
182 404 705
465 107 676
273 148 926
183 252 5
664 294 780
462 845 185
768 795 567
857 136 195
83 315 184
563 262 283
813 293 973
409 440 906
240 90 698
589 716 960
860 665 181
694 474 224
684 752 397
253 218 804
374 376 943
129 44 559
542 305 268
613 276 739
429 191 80
605 663 81
663 847 522
482 776 967
365 103 935
369 421 454
823 766 338
343 181 544
600 727 984
633 837 770
871 241 463
105 112 249
792 686 205
712 285 859
387 204 384
286 466 231
262 339 103
458 370 69
556 563 691
408 718 313
387 133 177
500 743 731
802 718 682
440 845 669
427 106 484
610 311 881
739 213 35
541 532 212
293 131 946
447 356 932
429 176 589
332 750 88
866 538 693
500 44 979
345 283 885
566 128 764
542 869 268
617 687 873
831 526 749
338 730 358
492 674 878
455 105 505
408 441 147
749 77 296
417 156 305
657 56 983
117 379 954
618 513 583
549 820 253
446 559 647
388 149 521
543 101 952
725 732 998
226 622 551
402 461 181
719 627 598
18 369 927
483 648 67
860 184 50
631 444 127
377 422 477
592 389 455
847 531 322
222 741 80
785 88 991
657 199 249
514 709 912
475 864 621
648 492 209
11 364 374
418 822 532
24 416 785
271 8 14
185 412 263
31 608 938
325 862 779
226 578 817
411 780 876
187 364 428
834 745 474
580 670 625
103 510 328
722 23 996
771 863 78
118 616 541
273 259 637
705 358 114
159 873 407
294 762 439
224 386 406
592 284 181
140 729 289
146 478 125
256 581 431
494 23 878
866 864 37
626 519 933
451 337 111
847 408 891
95 447 970
234 662 884
823 206 426
829 102 735
871 156 897
664 651 737
154 756 906
792 818 856
319 874 899
318 74 167
71 149 505
650 329 765
651 791 54
524 755 253
286 311 326
696 400 350
527 804 324
577 12 719
748 729 580
808 232 306
809 427 405
395 192 856
874 819 353
310 722 452
281 474 50
869 749 216
682 517 650
534 204 10
260 878 941
844 15 848
310 649 266
7 709 129
585 166 121
728 57 362
312 203 547
157 557 320
345 674 536
281 402 402
412 711 532
433 764 380
8 84 767
236 503 384
469 601 517
288 665 141
771 198 309
422 251 849
625 433 415
623 463 410
435 168 410
183 530 785
386 425 658
443 199 166
759 704 946
168 185 761
217 598 560
692 234 836
836 140 887
164 455 366
756 36 262
28 656 304
205 278 83
12 173 994
244 316 25
842 119 371
802 148 691
276 667 21
7 305 885
856 552 867
398 532 770
649 93 995
438 619 965
344 380 464
520 140 645
417 754 525
265 125 604
726 347 280
869 725 773
271 859 810
401 486 101
208 582 173
153 759 486
574 768 359
595 510 442
43 149 760
249 189 636
590 142 544
672 93 83
238 805 10
380 95 666
59 640 247
42 597 276
99 78 901
