20
915 968
199 713 -845
497 9 261
684 826 696
63 149 -406
152 259 -114
713 55 89
75 716 348
819 756 418
327 440 835
77 540 857
209 790 126
404 480 -886
240 745 -697
777 346 404
615 147 212
257 839 703
793 456 299
847 606 706
128 722 -842
105 81 202
145 490 489
745 351 -133
115 529 849
624 841 197
556 744 368
212 100 -983
208 327 442
792 478 850
642 220 -161
540 491 506
345 810 443
713 64 -341
212 349 947
853 476 -480
8 132 -764
233 883 -361
92 176 964
764 437 922
104 89 -97
741 350 -915
286 105 902
558 93 717
480 39 -784
213 713 108
437 57 903
171 152 -824
697 87 -578
563 770 614
161 65 -421
472 189 -779
426 625 -858
90 661 -802
867 712 -394
707 400 -520
305 132 209
214 869 -216
357 763 210
647 439 569
533 628 867
547 368 314
753 554 -863
475 762 45
410 658 951
650 186 -62
95 778 201
532 395 -608
440 128 -93
302 827 -974
868 792 568
707 216 -441
364 127 95
31 53 -236
389 146 -794
14 493 617
232 18 -930
131 478 874
458 459 295
852 851 -513
220 161 -148
331 830 -88
264 875 -705
91 704 -940
426 135 -775
177 748 -100
439 112 858
694 236 421
384 310 -567
778 702 37
151 377 553
363 258 -854
410 264 -815
748 656 383
380 470 533
700 141 305
583 597 -874
818 433 913
676 103 964
577 813 717
266 551 -948
316 419 700
472 274 -367
754 35 -622
392 673 364
181 218 751
373 556 -256
698 148 48
852 242 877
761 157 238
582 215 -630
586 536 -80
204 762 657
339 17 -220
662 475 -983
737 858 849
725 51 98
108 33 771
76 1 987
457 288 -439
420 354 821
506 359 119
472 135 -550
184 799 511
174 244 -115
539 217 -526
500 738 529
793 768 -567
283 86 743
384 568 232
263 34 -672
304 201 828
737 385 248
764 3 -620
220 819 -481
651 389 -956
452 587 26
541 791 -162
761 262 -956
3 744 -81
120 439 24
76 251 159
585 363 157
53 646 -287
332 232 874
660 367 -358
561 719 -58
446 655 528
76 494 -853
725 364 757
611 762 892
92 127 327
520 476 -254
437 844 -27
115 433 426
625 404 -81
373 772 535
640 107 870
505 365 733
466 801 -999
386 87 -762
119 187 -17
613 470 -805
705 468 -916
451 533 481
8 189 411
173 665 619
746 816 -711
769 613 830
251 411 -645
543 157 454
658 334 608
835 194 -593
849 509 -847
676 798 -350
552 855 -225
374 108 194
463 644 446
798 507 413
198 877 -614
498 459 -233
46 840 438
766 328 66
237 726 501
793 666 182
610 728 -871
760 578 -366
280 244 -173
308 516 -931
384 401 337
29 784 697
589 543 -799
67 580 513
63 98 602
659 467 146
471 579 -708
192 159 -192
316 18 153
173 817 173
27 600 -761
400 311 -341
113 430 -52
356 658 714
317 157 -575
220 865 -872
470 604 -393
658 422 910
493 438 -273
65 254 -822
704 282 -110
753 28 695
107 866 562
817 602 -869
501 240 320
756 100 -409
143 533 -730
756 252 699
665 339 691
373 397 -256
499 67 334
607 131 405
512 186 780
503 418 151
840 149 250
695 35 -498
284 305 -946
215 625 -229
154 596 -538
678 848 76
800 345 -180
192 408 982
330 324 87
667 389 406
645 879 885
703 144 131
25 337 -814
340 534 281
213 302 -642
267 223 -227
233 307 411
153 748 885
164 100 129
641 522 -347
593 223 -193
299 386 -459
621 600 -32
442 581 745
112 302 -722
814 349 -789
15 218 925
152 560 -770
636 590 151
445 734 848
810 30 240
831 549 -342
464 793 -907
273 495 810
68 606 -198
306 857 -864
816 241 252
605 123 888
68 52 230
33 551 955
821 110 175
592 329 229
747 758 303
697 236 -208
200 786 442
364 95 -410
512 713 192
125 662 591
622 454 685
773 271 299
208 848 -780
636 207 -586
15 608 303
434 726 453
240 683 72
766 628 -875
149 476 -595
531 536 813
712 583 -518
25 586 -693
564 463 -464
178 398 -130
715 450 -846
545 638 -48
779 188 767
79 796 746
380 285 921
786 626 -994
690 67 -768
604 860 -827
630 97 -334
678 394 -705
553 602 -330
387 657 444
99 336 506
403 61 -470
175 81 -898
417 14 -507
442 540 331
285 515 988
477 384 672
130 95 899
278 521 -806
782 307 -261
70 553 -592
139 313 906
810 284 741
297 796 -179
785 16 688
566 77 -969
738 505 -613
650 599 996
364 723 494
368 422 51
221 750 -603
84 500 822
275 244 126
333 412 -659
837 248 -797
852 683 -340
668 842 353
131 695 351
308 305 -196
532 323 -871
66 778 739
309 113 -667
792 635 -784
340 312 408
804 747 -264
597 491 -586
27 31 -543
598 196 -378
552 286 -300
507 736 159
190 573 144
263 556 -319
352 185 -200
382 488 424
472 229 -724
320 109 351
425 399 466
605 195 828
220 198 940
252 29 -445
192 679 -497
89 773 662
642 732 -540
342 772 879
82 486 -417
100 317 -369
374 496 347
198 700 873
199 248 -313
3 824 -762
329 501 -71
681 91 -26
205 329 -787
128 388 644
478 613 598
407 871 -396
726 710 713
784 852 -308
298 651 -766
851 35 157
587 743 980
351 110 410
573 721 24
648 410 437
417 450 190
25 715 -134
513 883 618
278 855 926
869 170 -379
661 122 -244
841 817 -225
353 218 595
677 605 280
771 491 -111
577 154 -401
657 561 -257
357 674 -625
312 337 -446
308 268 39
27 344 -513
428 434 -221
849 589 500
69 71 -384
819 666 14
90 784 -814
359 379 735
101 772 432
538 734 801
57 714 -736
557 536 -766
454 829 611
83 455 247
160 76 682
862 383 -308
725 340 -411
498 574 -797
253 535 740
5 646 -312
850 163 -717
583 170 779
677 100 998
509 258 385
390 253 -641
22 257 -876
760 84 -833
403 314 -128
800 478 -508
786 402 867
321 9 570
707 292 130
435 222 838
541 547 -949
478 307 -372
572 827 -136
702 453 421
240 279 -63
808 529 -794
364 701 43
682 874 -735
654 107 207
167 138 808
64 722 -70
214 735 -498
129 427 -431
766 443 672
818 102 -152
257 454 -422
103 131 742
630 374 681
313 171 -242
548 819 -90
813 547 396
188 347 -136
869 39 298
194 116 -347
604 304 -472
815 395 -20
470 615 -44
41 320 861
779 350 -650
152 112 -197
16 649 151
672 116 -699
677 30 221
776 819 -225
64 166 -356
300 77 -26
115 112 -163
803 782 684
447 651 -355
554 271 -977
608 418 972
733 204 -226
788 136 -104
32 345 598
685 316 630
486 495 214
800 59 844
556 225 936
714 482 432
328 344 -337
254 110 484
792 280 -397
133 64 -787
836 256 -383
294 775 939
4 123 -483
77 473 815
827 580 794
288 291 441
856 41 138
492 498 84
229 326 -265
428 483 448
440 539 278
764 157 132
242 219 382
817 832 -462
60 721 -75
396 387 -2
534 667 383
292 139 738
869 16 437
323 806 214
794 404 585
448 163 -137
346 565 -839
807 747 375
374 630 43
526 483 556
739 281 -745
262 825 -680
858 844 24
178 180 769
376 806 -216
652 458 -274
106 502 991
584 224 467
304 857 -109
713 422 -436
863 563 -298
582 732 213
502 811 -7
567 456 20
713 10 447
850 655 -347
436 261 -532
170 498 537
821 514 699
330 237 -660
183 844 -677
285 600 -615
500 164 -368
411 354 -244
190 616 -807
462 748 -890
146 508 -8
815 679 118
822 670 -986
347 664 33
772 440 -93
634 838 -846
402 372 370
288 322 -130
387 77 -980
792 109 -314
360 241 641
121 163 -20
865 594 -2
306 310 518
3 550 -824
859 103 489
875 440 -180
840 707 -471
36 628 479
26 325 -203
329 510 -798
272 829 65
341 690 -547
502 360 -53
872 312 902
611 311 312
454 43 141
255 751 313
156 100 -770
700 352 603
591 801 -668
366 339 -27
529 679 728
27 668 -262
565 692 89
740 531 -400
651 817 -662
802 240 569
812 679 987
445 193 -476
404 166 321
626 274 -740
437 673 192
130 75 -366
625 295 -716
820 245 246
638 80 188
320 579 -1
223 546 -977
348 763 -538
417 734 -141
666 525 884
664 843 782
409 719 547
134 233 -444
385 155 258
596 528 -102
770 240 689
327 485 -629
289 513 -271
864 130 -813
326 867 8
771 100 -982
600 203 287
503 662 918
512 539 -152
786 536 852
354 752 -158
386 432 -821
607 761 546
167 240 172
281 495 -390
53 743 762
453 831 699
7 249 -926
93 382 973
528 573 -176
194 211 126
327 213 638
116 541 520
233 88 678
445 491 626
414 161 589
559 770 -702
506 810 -400
86 76 279
721 743 748
465 8 -708
301 296 -365
300 230 -877
558 339 278
399 360 -980
550 752 445
514 677 -557
237 700 837
394 161 -184
159 49 626
332 735 728
812 567 -357
575 586 -315
549 806 -862
824 59 -973
874 236 -506
424 486 332
157 252 -45
343 220 -664
503 398 589
580 815 600
322 491 -486
518 873 -610
475 279 -226
235 841 -679
248 11 101
267 392 545
28 808 108
8 637 32
328 161 -614
574 346 -95
435 298 594
679 736 -589
717 99 -730
765 650 -209
439 710 -198
48 167 331
756 549 236
41 499 26
314 88 -916
560 691 610
750 478 388
753 422 295
680 477 -242
707 574 977
462 865 748
168 657 -799
381 557 -722
652 118 -163
308 668 464
869 264 -89
241 386 340
619 632 193
750 36 767
532 340 -738
563 705 -617
346 818 8
749 607 -143
874 82 425
2 54 56
399 177 -306
169 530 -382
124 623 -837
804 492 -640
594 147 786
100 534 205
509 7 -458
560 197 -243
397 99 932
115 95 48
483 203 -478
561 181 580
102 505 290
340 370 34
395 692 -880
677 588 585
411 399 307
219 604 716
809 604 -354
775 155 -772
302 407 -141
882 480 -498
874 469 119
464 277 726
88 142 50
91 762 16
756 357 -526
71 2 151
603 626 -44
788 675 -534
203 435 931
668 649 -516
182 425 205
11 799 -440
125 244 849
661 93 91
694 356 820
5 514 -988
251 742 -727
669 800 -198
477 85 890
203 111 -753
250 566 670
608 422 -654
536 100 846
5 365 540
580 311 373
10 130 406
120 5 197
152 362 337
830 403 272
757 552 730
506 98 648
628 430 -112
657 338 664
82 626 748
226 789 -636
657 833 346
715 507 -738
204 760 -103
177 640 936
245 209 -229
143 265 -473
643 319 -418
617 161 -368
795 5 260
244 734 996
626 445 470
395 419 946
708 783 995
378 707 -172
771 273 -831
73 794 957
810 782 -51
250 397 731
623 394 497
388 486 327
862 253 70
181 572 702
828 829 491
288 18 -341
538 427 142
763 249 938
262 435 560
803 734 481
200 176 79
303 753 -569
95 434 555
591 663 -472
231 65 997
497 5 -551
6 300 -199
673 481 280
462 299 855
122 334 945
865 102 313
105 718 747
832 155 -388
389 486 58
29 134 359
554 331 -262
289 796 -862
261 417 357
572 770 513
429 589 857
378 609 -48
83 510 595
156 399 832
551 79 -925
523 477 -137
862 219 500
532 107 -476
537 854 693
202 788 334
92 492 441
238 620 528
568 665 -752
873 831 614
812 153 340
533 592 689
82 117 -812
696 401 988
281 685 -425
204 843 574
594 374 988
155 251 579
603 711 -339
727 652 -946
47 457 -466
794 675 -521
582 21 591
366 650 -385
348 601 763
234 736 -896
75 685 819
42 306 -248
344 294 700
294 781 -314
131 354 -637
644 451 -887
651 736 277
852 177 -140
233 181 -166
280 636 455
487 760 -392
432 641 -366
1 705 -952
772 529 -903
253 834 -313
438 516 308
344 226 -840
196 781 -517
693 183 113
537 257 681
423 844 -177
799 636 -226
839 424 175
631 497 -695
76 360 -205
185 633 -859
492 677 -597
338 406 806
42 250 -915
147 517 -285
248 818 -993
461 697 -641
14 645 -330
629 789 598
298 106 79
351 695 742
30 68 644
302 173 -90
317 882 906
145 617 483
767 792 110
207 358 305
43 747 -354
534 503 936
138 874 -560
237 569 -363
447 432 963
385 883 -542
674 430 -68
491 883 383
679 98 -774
593 380 -182
610 541 -453
595 848 -966
694 534 634
832 509 -750
761 622 455
414 248 -373
643 546 -363
281 626 997
620 239 -952
369 706 322
55 668 894
583 876 600
180 450 570
788 256 398
366 56 445
539 323 -997
126 321 -240
529 475 -384
170 627 42
286 861 765
10 741 -310
77 408 4
590 516 33
795 796 -939
844 87 -912
848 668 -292
451 336 630
287 605 906
83 58 659
491 74 -987
67 445 359
756 436 147
381 257 757
25 620 584
630 195 -335
124 299 517
251 621 -551
386 602 381
359 688 -294
102 392 -18
163 677 -614
758 240 -455
432 60 860
351 407 623
443 593 -853
800 424 422
395 275 -908
212 372 311
855 513 376
344 718 43
163 56 -712
570 59 872
254 500 462
760 166 199
749 602 477
137 149 -471
813 561 750
715 624 -430
656 757 -451
384 222 -67
156 758 303
476 453 -703
735 201 -645
879 592 145
532 165 -740
540 860 -644
406 669 -580
76 353 -163
784 312 -496
703 476 -114
28 868 -315
19 583 956
494 236 330
282 150 881
646 601 974
202 526 -165
407 111 290
259 288 330
750 641 275
321 132 -90
145 42 623
221 310 -772
125 159 -154
418 139 -799
99 818 937
139 864 -546
876 595 -404
74 856 -108
88 348 363
851 371 118
864 317 -607
846 860 -34
476 640 -621
591 732 259
172 633 109
746 286 -164
578 102 347
519 608 -785
811 719 575
442 780 -476
458 180 846
565 635 187
728 394 765
342 319 -631
752 809 82
608 702 -847
328 360 525
458 717 -821
356 365 -784
842 811 -253
691 34 -337
557 752 -988
271 204 -589
299 815 -68
564 732 -745
505 244 344
483 522 511
257 739 -325
735 783 -822
261 363 -646
257 154 365
124 428 -550
862 830 616
531 621 890
196 172 762
6 83 556
915 825
187 663 760
631 53 470
377 56 -267
627 856 -706
83 226 31
569 16 -903
293 40 -658
317 728 -175
75 511 169
197 630 867
293 73 885
364 728 444
145 491 -757
293 386 783
220 579 -807
212 14 -377
227 902 743
213 891 346
633 641 -267
358 809 569
690 512 767
206 716 -982
516 876 425
105 635 882
438 528 -121
98 511 -323
853 348 94
448 244 -980
635 94 60
527 583 995
770 388 -205
494 503 932
21 703 -87
770 328 -336
893 856 -515
562 229 471
915 186 -354
463 825 323
526 376 688
51 423 -795
215 718 324
169 565 -587
504 211 -698
781 189 11
482 637 -619
40 93 -792
281 323 -297
105 562 361
60 879 -190
204 241 802
25 627 197
356 155 -88
148 89 659
429 401 715
279 872 592
488 286 -300
862 15 -213
882 502 -362
137 610 399
146 772 -387
89 656 562
425 797 35
892 663 483
900 848 -958
163 106 -446
138 813 -171
649 583 -19
56 237 -864
679 576 813
7 511 446
776 546 156
77 94 -517
250 552 191
136 131 763
885 103 958
342 490 368
699 298 -988
280 539 -882
423 32 542
765 280 655
150 320 727
757 53 541
49 652 373
286 885 -647
607 8 772
707 791 -361
201 572 -911
668 446 -673
351 34 -269
150 653 -104
1 69 -697
814 229 -631
731 684 -231
690 38 -189
746 250 609
220 297 -204
355 429 -150
185 737 845
557 656 -335
35 501 -932
401 385 852
216 399 668
685 374 -698
581 862 557
452 89 400
125 599 -490
521 730 199
356 602 363
492 304 982
517 133 869
315 480 202
896 889 -640
814 689 -411
242 49 205
788 144 -478
875 613 799
493 463 138
516 698 -358
684 403 -832
537 907 973
292 566 -82
694 354 58
757 460 62
165 521 -970
96 857 402
36 11 -396
565 154 -52
583 644 486
85 561 -487
287 597 -422
84 361 -654
864 398 -141
915 619 333
381 7 -718
392 99 475
298 507 -997
391 174 -269
514 619 843
656 303 -926
141 200 979
900 710 -831
855 138 -717
612 44 -588
160 140 -228
533 641 -435
172 413 517
583 606 192
611 490 -347
412 146 -328
477 774 297
75 798 489
384 62 211
440 483 -869
417 517 -822
906 694 673
432 872 270
374 327 989
579 521 -557
482 394 -1000
841 187 -280
161 217 319
385 894 -879
316 850 -489
113 202 890
574 595 628
109 862 -327
879 73 -363
696 32 -242
205 418 -496
670 913 469
471 731 464
184 273 67
276 893 -128
193 453 893
188 184 647
785 29 -201
273 233 -639
66 14 -360
216 432 -541
345 895 312
778 846 -186
312 868 -740
166 496 -417
233 768 -906
668 111 87
640 273 -47
770 644 105
78 348 -950
511 733 41
495 251 -40
345 337 -339
859 443 760
90 149 24
625 543 -965
214 140 -987
410 124 717
522 251 -836
603 685 356
763 333 -682
402 602 -174
237 873 -835
618 629 -535
777 187 -527
400 657 5
152 177 -204
709 747 315
645 1 251
566 179 637
106 86 -75
526 53 48
491 158 50
426 814 -68
896 429 6
810 612 943
466 379 419
268 321 514
903 731 -311
351 546 -875
218 253 804
617 260 862
289 348 -439
652 477 726
293 830 -48
892 575 905
754 267 -835
309 88 -318
876 416 -195
176 761 989
143 484 -276
211 255 -756
476 145 116
739 760 791
792 269 577
235 845 253
810 332 -516
43 14 -731
708 813 409
782 126 386
615 10 486
370 43 336
106 304 289
705 581 -193
444 778 -443
301 706 320
772 509 738
361 79 404
618 425 -680
454 181 -262
120 5 294
169 205 945
836 20 -690
186 812 -104
86 360 446
779 545 -948
503 501 -603
81 433 -610
698 257 26
73 444 431
85 274 -325
417 253 264
885 79 -201
891 88 -553
365 386 -350
912 740 -530
241 160 907
177 779 199
391 836 -509
914 634 465
239 354 -762
768 44 415
342 25 -837
505 660 463
745 259 -481
245 709 191
646 171 -252
598 112 698
399 233 -133
831 625 205
320 110 890
502 359 -87
803 637 -205
548 210 -893
845 400 868
359 600 -861
113 839 -201
389 467 -903
822 432 -952
466 137 30
264 178 -59
481 193 -823
468 630 -542
381 691 -16
511 252 -174
180 362 42
443 444 -298
682 649 859
841 821 -874
672 481 745
129 692 486
428 232 352
118 84 -119
84 899 900
497 466 -264
796 675 -304
126 122 452
880 17 -7
275 633 -962
366 70 -316
11 402 374
6 164 -100
599 872 -250
663 720 -635
845 317 -815
125 849 122
915 597 592
905 891 221
295 251 -629
391 550 880
59 100 -348
655 778 60
131 384 -912
25 315 -988
654 790 -807
150 886 365
568 512 -675
10 483 -627
821 659 611
619 734 -420
671 321 -581
124 542 423
347 92 -391
584 523 744
169 439 876
364 821 -698
473 696 -279
809 574 -182
891 870 822
264 369 980
608 675 457
82 657 372
20 703 299
151 74 -720
125 868 910
658 848 214
107 687 -345
735 692 137
396 605 -987
69 364 -637
375 430 648
253 99 -64
661 656 623
877 781 -735
214 427 -441
358 286 829
681 295 38
398 632 122
126 249 -495
14 399 94
169 22 -845
513 823 446
477 299 479
669 855 -643
112 506 -155
272 696 34
517 664 -919
148 349 -460
196 551 857
169 156 -765
838 88 -557
880 170 728
542 755 -320
513 860 969
742 878 -715
129 54 -937
881 905 -703
123 611 965
441 245 -412
519 600 -333
677 362 896
793 461 -154
814 235 -630
705 582 956
99 707 -188
790 544 615
582 775 344
679 773 722
119 163 -678
251 609 937
433 99 47
381 250 103
38 676 896
1 784 879
515 553 -204
712 632 306
379 756 -114
273 146 -184
204 564 -880
50 346 -275
21 48 627
530 244 689
436 70 316
314 485 997
691 149 -129
108 153 437
828 903 464
605 389 193
61 744 537
364 666 857
434 523 926
560 126 -598
204 622 680
907 183 864
884 911 40
374 391 395
567 512 306
190 760 -584
369 148 -410
481 169 -802
139 386 588
525 882 -827
634 58 340
357 3 143
907 306 -989
393 422 -20
166 99 837
748 384 -529
782 653 -251
181 299 571
204 714 498
902 357 32
760 123 790
215 242 -348
906 621 -78
857 549 -66
192 502 -67
820 636 936
114 815 -555
393 137 -219
613 736 -219
93 506 478
39 900 992
464 491 -506
448 355 890
29 860 -107
614 150 878
667 168 22
778 496 -649
56 510 509
620 424 765
914 228 197
738 278 925
633 453 259
668 492 -708
552 134 531
751 323 -50
741 262 -498
623 665 491
373 7 330
384 501 -641
301 732 170
373 153 214
895 810 950
675 199 -848
299 282 608
421 833 129
469 85 596
128 247 -638
785 471 472
595 300 -535
456 362 -577
502 472 -955
161 275 -614
797 147 764
98 683 773
155 471 812
31 86 765
852 366 516
564 527 -146
650 813 -383
444 460 575
207 136 994
266 774 682
455 912 -529
133 2 882
424 79 -473
230 275 536
522 691 10
639 620 775
510 75 267
137 731 899
868 339 975
281 704 -491
425 629 508
257 455 -639
253 890 -180
259 261 -708
750 902 -428
915 78 517
256 324 -631
247 532 368
850 643 -890
77 760 -626
577 90 -529
203 143 590
231 828 -439
291 512 816
773 698 -720
110 15 613
345 259 -43
405 452 -797
195 627 -638
790 781 -156
46 210 376
573 464 -96
899 458 299
430 454 156
179 657 482
143 571 -136
560 721 -583
773 560 410
517 754 270
706 286 846
552 853 -740
8 13 883
794 568 151
446 770 228
753 339 613
466 887 753
483 877 43
667 242 -362
775 841 873
699 789 -621
335 71 -418
742 15 578
770 469 705
856 495 807
508 865 524
199 451 522
263 849 -242
346 195 453
269 458 -180
47 233 617
912 263 551
443 721 -25
470 641 -51
713 38 302
787 739 362
561 842 -126
35 390 540
5 831 -986
681 363 -156
323 180 729
641 93 535
850 781 -181
332 666 673
840 772 -510
805 185 694
645 696 451
419 626 205
69 906 -775
901 783 619
548 578 95
151 297 -52
609 399 734
608 549 391
741 787 -255
750 621 -962
443 468 226
647 355 465
698 764 -625
912 117 -962
503 652 946
664 181 605
710 485 926
613 209 -743
371 329 -613
317 633 -481
292 140 -113
534 80 868
633 204 227
596 492 5
784 90 834
844 536 -231
658 414 -178
854 670 -613
908 206 538
625 485 80
670 665 174
71 656 -285
375 836 934
502 551 -119
394 546 -877
542 61 364
809 680 522
873 63 -482
767 16 -344
492 29 -445
875 416 -14
1 457 -852
275 225 -613
67 274 -606
800 796 876
227 625 949
600 843 619
643 85 955
373 515 87
46 98 -332
71 234 -143
295 29 -813
184 414 710
276 241 -35
451 552 29
158 701 498
83 189 488
657 908 -43
178 103 -414
196 145 -934
659 565 -464
478 905 -462
626 117 740
634 763 18
145 339 283
548 579 289
716 136 907
825 439 -715
226 383 996
479 594 -851
316 24 -684
348 38 124
499 765 608
224 337 -626
89 227 932
75 855 546
504 252 103
84 194 -810
529 234 -298
876 411 574
371 871 518
178 228 131
625 880 327
675 871 -79
328 727 35
102 190 -986
549 775 185
152 827 380
348 171 -490
5 535 -85
177 22 718
242 138 -328
684 581 392
248 728 809
124 203 -328
339 418 -899
601 536 -788
34 531 -985
437 25 -17
907 482 -230
422 210 553
740 717 989
572 103 713
900 32 71
899 240 -547
52 77 -264
420 49 35
375 188 677
570 7 -660
249 847 -975
146 651 869
636 667 387
604 822 15
100 142 852
807 629 668
69 789 449
560 290 -666
264 53 -63
49 633 832
685 128 -811
708 821 -593
895 746 412
831 277 66
446 596 -433
731 597 -443
390 240 -539
912 438 855
261 427 586
825 686 -713
352 414 470
803 41 962
232 562 200
879 166 130
480 545 -833
356 506 579
421 159 916
598 613 -177
560 5 -444
622 187 -578
572 237 523
22 548 -145
181 644 -526
169 479 -239
702 650 63
147 434 900
724 192 497
218 409 -322
576 80 -632
585 905 -164
776 85 855
688 69 -618
562 503 208
346 425 97
748 362 -351
139 631 -954
502 457 -622
353 704 148
624 316 278
322 468 -680
851 261 -117
621 631 504
738 640 726
908 36 -584
291 63 -15
911 94 905
347 849 -195
187 105 -638
656 301 -32
897 636 -653
256 380 739
228 664 -833
429 905 964
836 669 50
822 411 -223
70 611 956
362 912 -64
103 751 294
879 496 666
201 436 899
460 790 -582
263 335 -671
318 894 -232
364 77 50
251 911 668
699 509 -733
819 345 877
359 622 -61
650 661 719
287 90 725
794 303 993
530 225 -194
463 825 -393
642 594 -132
522 218 -895
358 200 272
612 518 -919
403 330 -756
446 158 415
33 371 -946
431 342 -921
77 281 -976
74 384 175
824 823 -419
719 372 -515
540 505 954
688 847 371
733 871 817
171 814 -181
427 4 730
811 473 -76
355 15 767
666 735 1
157 477 481
166 812 267
732 450 -168
259 565 -551
554 761 -331
292 608 -469
542 467 -247
609 613 173
322 439 -490
661 885 148
300 676 -99
795 8 -392
83 58 828
694 251 -668
479 885 628
536 85 878
662 763 183
851 910 -570
645 520 968
46 722 -638
909 727 -948
579 223 68
376 353 671
593 195 74
282 556 -798
543 115 935
416 876 122
875 619 676
432 767 -562
25 853 842
46 615 -252
78 519 -132
799 503 -294
170 759 689
521 293 347
28 671 -841
86 488 370
801 83 -611
74 832 -525
77 458 -480
300 95 -168
822 471 -212
756 650 115
296 584 -179
590 124 870
27 549 -478
447 174 52
821 638 -259
186 322 183
656 655 -67
551 119 331
315 722 -451
907 475 -590
637 749 -325
801 363 -453
371 76 599
895 890
451 858 893
129 532 -848
10 106 -212
650 836 -702
191 471 -309
317 602 396
731 236 2
22 263 -399
100 750 -974
679 740 -408
15 766 589
612 721 -527
249 580 874
541 164 80
478 716 -628
146 788 705
606 484 707
510 465 687
496 125 895
277 189 -304
142 145 -14
369 292 -887
729 158 -615
208 589 321
488 466 366
820 798 447
330 122 827
415 440 -40
611 636 321
124 473 484
159 358 53
557 846 677
355 818 -914
495 193 -366
781 267 -997
17 342 375
11 696 886
533 275 -853
304 21 561
170 338 785
250 348 729
754 315 805
604 478 -478
803 602 -149
1 403 -428
22 785 871
351 811 -247
345 542 -418
9 194 201
52 895 -149
442 58 447
221 577 -810
541 578 841
141 603 -51
93 22 -583
353 188 -65
460 261 8
474 302 -790
766 792 -989
891 696 942
217 560 7
747 784 -235
278 424 -162
753 436 568
225 294 -428
308 620 -292
477 669 355
776 878 -844
482 369 -674
522 148 932
719 831 -315
623 465 -960
90 871 -40
521 179 -784
183 176 -329
443 769 901
595 473 -976
716 349 81
441 880 -582
814 646 78
615 665 788
316 828 362
548 549 172
784 182 172
513 69 994
745 830 145
178 173 -380
93 75 122
5 338 276
86 248 580
293 387 79
875 551 -778
691 890 -228
32 743 -394
5 156 449
329 110 222
800 38 -876
832 319 134
143 465 38
72 51 334
302 508 -596
407 274 880
667 209 290
372 860 -262
560 122 549
191 147 -121
42 653 973
666 521 64
652 698 -544
432 663 -424
598 173 926
47 611 -918
176 184 -917
260 76 655
707 835 595
711 2 270
139 692 843
878 458 946
331 205 -987
107 677 915
136 61 819
751 871 884
752 705 554
265 128 -224
159 850 -58
893 446 -194
554 811 -849
366 809 -448
159 452 424
491 521 512
585 266 897
748 483 910
157 356 -371
859 138 -740
868 419 226
247 604 -877
834 648 718
266 503 -124
224 130 -334
450 724 -200
432 668 675
543 59 647
784 398 -477
409 645 654
416 682 -335
599 695 -834
459 702 378
426 466 469
160 439 58
421 356 329
151 402 -276
667 162 -797
42 54 464
292 764 493
827 859 709
107 220 592
736 740 -608
665 849 36
729 300 419
92 670 -907
165 702 691
188 435 801
291 360 -800
504 782 295
588 202 -642
555 734 351
363 289 -545
569 602 -58
369 170 -923
861 46 323
182 503 678
561 475 -338
533 520 -232
782 572 496
458 467 -787
112 333 699
5 643 907
583 393 412
643 164 -599
337 426 -439
525 98 300
531 281 -695
571 641 -845
591 810 -403
546 63 -658
447 787 -178
107 76 459
844 508 247
733 566 -445
521 503 330
832 768 801
786 755 -640
139 756 -627
389 470 -641
236 778 -168
571 448 179
602 426 -117
114 651 605
245 184 628
779 204 -928
858 363 -527
629 392 -52
487 860 -39
115 267 -383
560 696 -456
684 520 -857
605 112 317
173 488 -224
122 506 585
351 357 550
146 758 -752
801 609 21
129 542 -971
718 116 -451
171 626 -336
407 415 -704
422 729 -905
614 746 834
776 861 -201
862 87 790
402 367 -7
636 62 497
483 873 -46
264 680 811
550 818 799
522 248 877
818 53 798
529 243 -906
627 491 435
488 744 294
552 307 573
738 333 -588
724 764 -948
702 540 127
34 291 304
4 281 -922
744 281 233
200 435 -166
844 347 41
652 9 178
83 136 945
190 508 -855
678 323 -364
46 363 -951
638 867 714
549 272 439
630 724 -314
102 27 781
239 210 -147
582 782 -36
637 29 445
747 889 -158
396 413 -85
227 87 -644
32 106 -979
695 624 50
636 793 -484
564 792 228
447 496 -512
740 37 812
207 727 283
812 749 646
423 527 585
373 600 340
14 444 -288
11 419 -366
742 894 329
171 525 461
548 137 -951
344 156 -361
253 240 381
620 725 -494
494 252 53
498 151 -435
595 3 786
391 351 -917
881 389 -731
861 859 269
441 197 -623
346 291 -657
101 677 -56
433 192 -145
689 466 811
791 661 888
285 819 -781
185 23 407
201 266 -35
276 138 164
132 57 460
647 298 -937
297 819 -212
155 595 -869
552 529 -167
607 104 -20
31 334 -931
403 792 -826
833 711 -418
542 132 -1
544 784 116
318 698 -259
555 43 -384
322 80 -459
690 388 180
167 270 839
240 284 650
331 97 -940
364 415 679
155 206 917
738 190 650
729 698 442
273 338 239
300 61 -962
239 369 166
342 814 -494
668 478 345
527 862 529
730 610 597
445 509 -974
92 489 470
291 259 -8
356 129 867
170 457 -944
619 125 250
830 603 -766
135 671 -64
329 454 -389
293 753 -741
876 641 -57
704 64 -559
836 247 951
381 342 -790
318 26 -697
480 87 649
426 478 621
809 245 -252
559 387 -707
290 253 509
486 715 199
441 819 429
753 859 -607
158 678 134
274 767 236
496 94 301
733 703 564
736 533 953
497 387 -330
411 365 795
