801 2863
453 276 419
749 624 467
202 426 527
582 19 337
199 510 334
179 801 293
177 725 342
456 98 92
205 723 153
106 164 408
300 11 666
349 169 324
776 168 820
233 487 181
147 396 888
511 700 330
765 455 887
144 638 273
348 698 640
100 316 100
168 491 912
573 208 671
313 279 476
475 444 735
496 749 772
263 160 521
515 752 451
692 662 143
435 63 341
289 531 251
34 27 232
570 723 807
513 450 194
771 427 801
224 595 633
411 28 89
538 104 429
528 34 998
700 451 908
741 83 922
498 728 21
725 689 242
28 559 535
231 70 859
732 598 433
687 703 852
194 614 867
45 608 421
676 190 846
112 86 465
603 512 513
780 327 764
223 516 438
63 769 472
327 110 688
324 764 951
178 665 220
578 233 200
101 750 974
56 422 33
490 379 654
675 484 331
10 449 120
735 358 887
623 64 326
164 736 633
279 249 674
327 770 289
230 410 985
257 185 90
442 208 50
555 35 931
569 718 691
111 418 500
182 73 335
561 539 552
725 10 607
337 700 140
186 216 282
795 786 719
508 444 815
594 353 80
652 367 782
642 60 528
67 118 123
158 141 604
283 355 151
309 19 964
446 143 312
198 221 72
349 462 197
556 179 271
673 448 101
307 708 66
244 224 439
763 75 198
628 678 767
440 94 190
733 709 673
588 431 957
235 681 225
113 216 241
88 638 87
63 438 131
343 160 436
252 384 171
101 167 598
10 698 475
325 372 325
81 788 464
747 492 545
177 186 689
599 708 35
208 684 389
439 3 169
242 235 998
4 314 100
626 315 827
708 370 650
483 650 764
552 245 326
327 785 690
699 678 817
318 55 626
73 666 243
414 295 851
104 663 883
324 98 148
351 589 79
639 35 730
789 585 973
693 39 898
298 85 741
126 172 510
718 114 756
800 353 353
619 396 67
53 720 101
631 411 675
711 575 921
16 112 748
262 199 126
67 344 386
415 737 703
799 728 900
635 212 195
55 584 444
94 164 241
175 264 130
707 699 108
63 305 575
129 276 781
454 169 696
266 263 200
157 98 743
262 383 156
89 460 212
24 678 418
536 134 819
340 589 154
265 122 289
710 387 477
648 352 709
522 335 32
709 549 421
798 172 900
535 56 339
310 502 748
668 573 353
470 526 764
199 612 590
645 170 750
296 678 802
319 561 589
606 646 511
561 225 357
44 264 314
566 659 224
566 255 594
620 378 974
191 791 549
799 393 438
389 153 196
438 20 221
175 732 879
215 484 397
222 328 224
217 724 555
217 29 813
547 747 469
727 498 187
762 584 306
344 193 484
162 526 685
52 723 991
590 636 179
317 726 249
149 89 379
615 400 615
129 739 773
569 795 269
118 392 465
489 634 740
491 172 631
262 413 55
237 592 710
639 52 132
464 612 588
208 674 988
2 361 533
534 332 815
290 764 332
481 701 88
397 108 386
202 10 101
232 10 844
32 563 331
563 680 672
387 72 67
779 304 411
136 114 196
213 168 210
520 116 595
403 427 846
595 618 532
36 214 112
374 466 296
379 200 685
258 299 800
400 78 290
605 698 369
525 750 890
339 237 173
435 77 649
273 675 262
712 682 497
85 407 70
111 484 603
143 151 291
193 645 863
7 394 278
421 368 263
440 602 374
684 790 308
513 103 251
261 627 151
683 108 440
251 180 550
688 399 199
458 577 507
494 443 419
750 706 61
534 334 141
143 562 115
534 364 362
429 602 880
384 125 799
594 282 925
136 105 372
607 112 949
201 718 308
28 104 174
232 348 619
310 506 795
190 200 485
129 267 741
419 477 635
683 523 726
796 790 39
752 537 629
383 169 330
703 176 106
673 245 633
416 586 243
481 544 426
694 266 401
542 702 567
478 564 612
686 403 191
195 309 217
100 632 134
476 386 585
277 783 796
673 702 955
187 383 155
558 761 694
572 468 836
6 718 185
759 380 177
775 384 229
323 125 840
78 524 59
202 351 32
597 475 681
492 670 36
221 530 864
429 425 191
213 674 924
210 344 874
368 291 416
392 495 234
159 146 621
603 34 596
775 583 154
87 725 717
260 562 250
275 393 433
184 685 151
272 705 74
301 109 180
629 235 30
583 725 550
694 405 806
440 411 707
649 740 359
507 784 231
95 558 247
792 628 497
772 106 193
400 4 913
527 621 904
477 27 583
262 709 270
5 531 29
697 560 55
175 462 546
745 235 88
727 159 873
182 333 695
691 348 469
434 630 648
530 576 849
66 297 629
547 107 641
269 324 853
680 694 792
377 783 832
327 10 340
210 477 315
421 599 755
266 730 456
63 731 316
15 142 930
222 159 644
788 227 195
612 85 466
668 233 260
355 369 391
760 354 446
11 310 100
48 560 25
220 663 758
551 61 764
480 106 752
515 249 735
16 388 543
378 101 843
156 468 118
233 522 155
780 585 722
102 396 990
196 725 834
344 613 424
744 411 585
438 690 749
491 16 736
420 290 42
651 41 313
409 344 476
669 694 204
704 755 247
43 334 988
683 477 51
109 259 892
106 348 74
141 225 167
473 707 864
428 234 479
652 85 927
87 460 124
41 53 22
460 87 864
781 299 242
529 62 348
197 135 777
289 569 869
449 411 734
761 498 15
646 397 155
577 304 318
680 630 940
434 769 368
301 345 985
461 156 8
505 778 494
752 712 676
411 273 725
17 29 400
408 788 912
327 549 76
264 732 742
105 102 943
669 193 676
632 404 659
228 725 111
54 213 944
734 111 255
495 329 95
179 354 992
9 513 235
558 172 50
424 749 910
312 478 829
508 127 773
579 801 87
243 586 637
454 531 508
470 692 287
692 70 295
197 364 574
32 144 571
754 23 198
515 186 207
263 265 175
654 530 663
346 242 398
485 653 283
619 498 564
466 727 221
227 681 187
550 730 881
382 325 798
474 670 488
689 558 66
434 185 206
604 784 865
290 534 254
180 488 334
526 132 278
26 326 106
272 158 81
457 23 225
539 83 416
65 195 352
603 168 140
283 356 591
310 173 322
621 125 282
184 431 284
598 456 530
315 301 183
185 576 681
390 633 544
229 49 220
484 410 509
335 265 423
723 237 168
285 746 187
428 538 232
295 81 944
546 84 924
662 150 40
235 756 582
567 42 309
516 700 122
313 115 831
333 369 108
757 425 220
353 203 567
341 29 294
205 675 631
326 53 586
557 137 423
494 640 392
289 481 425
743 370 97
213 345 156
751 211 493
53 345 347
731 480 419
691 24 346
615 187 412
707 488 927
46 373 980
437 311 131
367 666 111
570 724 345
708 197 99
78 428 807
754 98 602
366 53 592
295 60 830
592 213 47
653 434 836
518 482 872
769 401 33
270 526 996
293 583 142
671 12 808
448 174 866
751 518 851
220 545 755
650 590 147
360 22 385
181 546 993
393 24 940
709 788 886
666 574 526
435 252 827
529 294 201
235 537 929
396 63 394
484 339 793
489 293 924
99 472 479
20 261 444
145 685 371
585 190 111
478 643 822
682 652 589
738 464 36
496 291 921
473 39 377
270 625 259
245 32 270
111 721 168
334 681 805
640 505 54
738 605 207
176 27 577
155 751 799
91 105 137
522 54 763
